album_id,album_date
ae6d5b48-27ab-42d7-a9b8-9d395bd7a2b9,2000-03-27
eeb6cf7f-3aa5-458d-9ed9-d5b08de4016f,1997-10-31
58d9e320-0d7b-4df7-bac3-4318f543fe69,1995
0b3791a3-afb3-36fa-a879-dce4e010bcea,1992
00210b75-d2cc-4dae-a8a4-03a01bb687a1,1991-10-29
367560c4-66df-4da7-a835-c5a874e37907,1985
fc9dc45d-ebeb-4888-bb85-8f75b92cc692,1999-04-06
457266c2-f230-43a5-b610-5782be3dc7af,1993-04-06
122b11cf-cb39-4faa-96dc-d73d16eec89a,1996
c0232e45-62fc-3ef8-8c4c-0ec315323db2,1993-07-20
d8e66526-e260-4363-b7df-2d19eef6eec0,1987
4027d574-2b8f-48c0-973d-113243d80190,1982-11
db5ac45a-8271-4fe5-a8d0-c5fd36a1dddd,1999
43446561-fd4a-46a3-affe-bebcacc8a96b,1974
78f032d7-5948-3241-9772-5eafd7ffd8bc,1990-11-18
1fc2ba84-facd-4b04-a1c8-87794efa65bd,1996
c0c1d2d2-aba0-45fc-8d4e-a2c9c582bfc4,1992
d16233a9-da9d-448d-8b53-01a85286daaf,1977-03
3d842758-3e62-4f8e-bd53-119b6c1027e8,1983
45402167-43b4-465b-a7cd-8183578bcae9,1997
a65f1776-c6b8-41d1-9eab-66d3068d5916,2010-05-04
ed317753-d7fa-445f-960f-ed9818335da3,1989
70352d3b-f365-4886-86d3-024c3e59a431,1989-02-21
70b2abe9-4c97-406f-9b4b-694da789709a,1977
e5712156-dea7-4247-b77f-c7886c562ee6,2004-10-26
114e85c6-42c6-408c-8d1b-58228ae7d8c1,2011-08-08
56ecf9bb-b2dc-4862-906d-c963b01afbf6,1977-06-29
6ad2ec2d-69ca-4881-b50c-4ae183eeede3,2004-04-20
0638eb80-3850-4fe0-bc99-a5009577af9c,2000-08-15
a74f1994-2b36-32ae-a791-412e920dd324,1982
62fe1216-38fc-455f-9be7-c343b95c274f,2005-09-06
dda23da0-3ad1-3c03-8694-33b9a4d2f087,2002-06-18
1d11503c-a4f5-4026-937d-3b817c5a4d2f,1995-04-16
0d7a6152-c58b-4995-a3f0-919f9e84c92c,2003
1aed258a-f240-3807-a281-719a5de744df,1994-01-01
966e8a40-ac4f-40e4-b05d-8ac51d8f18c1,1975
ce994b2f-7449-4a84-a045-4ba2f2a621aa,1982
0b399c7c-8fc2-4149-8f79-6d78267197b7,1994
73fadf1f-69d0-4c2f-ab66-c9a82a4a8301,2005
211ec4d0-35f0-4d62-8471-9df898954018,1995
c9a0ea1e-63ff-4a56-92bd-db290dfc01c8,1979
4b21268e-71a3-4e9a-80b4-ff6f33e66fad,1987
bb3eb06b-231c-470e-af13-2bf7fbfb27a2,2003-10-14
11d0d456-73ae-4157-9b5e-0e01fd7b7ee3,1999-12-28
6d419bfb-f98e-46f5-91ce-1416b9dc2616,1999
7b07be86-087f-3564-b170-c3b7a065592a,1991-11-10
e2c1e9c6-7fe6-41db-94df-e182af92c2a5,2006-08-29
912532fa-6677-4870-b7f5-10c877684114,1975
2f5364c3-9a2a-4a90-8ba0-e0751b64b658,1989-06-26
811509b8-95bd-4a90-9dc5-ab74f45b2261,1999-03-19
84c86921-2a0b-49f0-8c5a-3c9af17f9a54,2009-02-13
6432a228-992b-408e-8f1a-a1a3e8a797c6,1977
d3594f18-6dac-4c9c-858f-785e06bcbaea,1974
072c6c68-21c4-47c4-a218-9bf3e3fec851,2006-07-24
a67217d5-6ced-4772-8495-e106f188f8a3,1993
6511360e-6c3b-48d5-b0c5-07d8808102ff,1995
f884d2e2-e61c-454c-a928-ed0edac575f9,2001-01-29
4c858b52-a881-4ba0-b885-f86073813a28,1997-05-12
d7fd3227-912a-4037-bcb7-1a1ed264007e,1996
55739e55-59e9-4f7b-93b3-59327e4cfabe,2003-05-20
42fb1565-025c-477e-b6ad-8e710d5271b0,1995-11-02
28e618b0-da0d-4535-a397-d167d06bbf3b,1996
4e37ab5c-dbac-439e-84a0-a3ae9d3c3a4d,1994
fcebf240-89a1-4ae7-82c1-aa87945a3732,1996
84e15e63-0931-48b7-a37e-85e782f0b65a,1994-08-26
433131a2-4881-4b0a-8573-6a01ea46d2b9,1989-08-01
7f959deb-872a-3f72-b410-29768774734d,1998-11-09
973b0e0d-70e0-46ef-9f13-6932f7a3ab64,2012-09-14
ca92a0f3-c07b-4b0f-a5d4-3d0f6e95ee3c,2002-10-15
0e9785b3-1290-3993-a529-0d4850f2b2ba,2001
eda58665-7a7e-32df-b709-f94dde25288b,2002-09-17
69d7374b-abf2-4624-96dc-bf51a57a5937,2001
c31fc81f-1393-4599-93c2-7d8ef32fc962,2001-10-15
7c1dc1e9-1a8c-4b26-a9e2-95a75b13bf22,2002
692c2946-abad-4d69-992d-6fc6c873aae4,2006-10-09
e9023ad5-b59c-48d1-a03e-6b3dc6dbeba3,1989-10-09
4eb17a40-7289-476c-a6d3-9fcb10277c5c,2006-03-24
c40f25fe-517e-4f52-bbdd-989644c46007,1979
c5688180-12a8-4997-969c-ad5354539830,2001
dac252d6-9344-423d-99b1-bb36209347c2,1997-03-25
91177c81-76d0-4fa3-a7d5-2e1aa6400c4a,1997-07-08
45dcea42-e4bd-413c-adf5-2398b9f50d64,1973
10487455-2dc6-4cb1-a4f7-faca811c6b99,1981-08
8368f591-71b5-4d4c-8c8a-a1d74a7c65c5,1993-11-08
dbaef9b0-c971-4ce8-bf9f-3bab42c6621c,2003-04-08
5bf0ac7e-c60b-3a42-b478-f027620f639f,2001
aee6fee6-473f-4767-9bd2-2a4b31002576,1991-12-10
a292b3a4-9818-3dfa-99fd-8cd71e049549,2007-04-24
04384ab7-1d4e-47e5-8c8e-2fe23be713da,1981-03
52a128d0-a505-355b-878f-cc1a3323ec02,1994-05-17
507ecfa3-8bed-4c91-824f-acd408776e99,2012-11-16
c3bd084c-ff82-484d-bb0d-a50ff2af82fc,1999
487bbeb9-f5a9-447f-aca7-a249ea00bb85,1999-05-04
44fa5227-f980-46f0-8935-28be2de6b685,2004
8e0a78da-7bff-41c1-8e95-23438e4aa1b9,1994-09-27
e35e0e85-1a74-4ed1-8e57-21568a432ce1,1976
89e73666-3466-409f-80b0-ac2fac9a082f,1975
3dd90d2c-8cae-4203-8fc2-034a337d56a7,2003
09aad9b1-126b-3ce9-bbf9-767f1fcf5db8,2006
a0ef5d10-abc3-43b7-bfb4-cf386c900059,2004-07-06
08fadd26-67af-466e-9228-f1af36d833c2,1998
6de1a93b-259d-346b-b2e9-6e9be91f2557,1986-08-20
cda6b6c9-be3d-46bc-aaeb-3cf37bbbf4c1,2003-05-29
3cff087a-d9c2-4434-bf92-f059efdf53ef,2000
0f2ecfc9-9f66-4d73-bb8c-4de36c98b62a,1978-11
c7e97460-f4ee-3575-9792-15f050433270,2001-07-24
013a2e1b-28b6-451a-9d8b-5156bc5e0659,2000-04-24
b5b4caf0-4787-4f4f-af83-4826b1cb01d6,1993-03-21
53eb30f2-92ca-427a-b238-ba7990154ce4,2007-10-02
43dec5c9-022a-46b2-80cd-2d4aeb10c381,2009-03-09
ce605976-f241-49f2-9d63-e7872c7c0e4b,1992-09-07
0532ed27-1fe5-4c80-b5ca-d98136d9625c,1995-08-01
566a6c11-200b-3afd-88da-b52340720394,1989-07-25
8d100763-7cc4-4c05-adbb-8b6811afd743,2005
446c64c0-a080-4401-8de4-cfb697199fca,1977
02d514ff-e9e6-443b-87d7-eeeed265b428,1996
dc7c65d0-b556-40cd-863e-f4f9d3cebd32,2008
20a9fa7a-4307-4f81-9e7c-3cbda429c51f,1988
a9112065-0580-478f-a33e-40f737314438,2005
55834a38-a51a-4229-bf6b-fe31dd66a0da,1994
5629c102-23ab-4465-b9f8-58135fb11f5d,1995-05-02
c872e455-eed2-3dee-af3a-edfd4e19e5d7,2004-08-02
0092c611-a7a8-4c0a-b94e-34a931824ebf,2005-02
c4977b32-f2ed-4264-86dd-afb5633513e2,2004-05-10
7846ba7c-a63e-4ccf-b29b-8b7989b493f9,2007
d1a4e263-149c-4216-989c-d5941c6614bf,
1913dc1c-d59f-42c1-a8b7-8726efb69227,2008-09
0f1498ff-8876-39f1-a910-4ed1599afd34,2008-09-23
4682d1d8-7d00-45d7-a203-b4d61d9e5a50,2008-04-28
da8efef5-f993-40e0-8f86-da1a82e6f735,2009-07-27
5c831784-fc31-3fab-a916-223cf3fcbcc7,1997
06561238-8af1-447a-8705-808069c69725,1992-08-10
045901da-9b19-4308-821c-1707bbef15a8,2013-07-23
6fd214f6-8bac-48b7-8f17-40db8d4cf5dc,2005-11-30
98174cdb-d330-41d7-8442-da11d62059c8,2002
a8aac558-504b-44f5-8710-715a46248353,1998
8442567d-52ef-46d0-bda7-7246997217e2,1970
5af6d025-940e-392c-95e9-e79cc6b774c1,2001-04-01
78d7cb34-00be-4a4c-b47a-da5fb2e60553,2001-12
59c824c4-bb4c-4d8d-ad27-d084d6cf5608,1996-01-29
2ce63aa9-5ee8-4c40-b028-2134adf17439,2009-09-21
ba027f50-90a8-4e36-9f95-871d66978ffa,2006-04-28
56e364b1-3acd-410a-af8c-c1538025a945,2006
e692d4b4-dfff-48aa-a5e1-b1d5342e5d2c,2004-06-28
f4ccbe48-b636-4b59-8fd2-06a305181e77,2001
b8040c9b-11f5-4e2b-ada2-183fdde09092,2010-07-12
bcf1341a-c15c-40e1-81cd-c3685abe4ec6,1993
a5d49c92-18f8-4516-a1b2-2bc3ff5e8eb8,2002-11-19
c2b04d6d-b900-49ee-aa2d-6e29c35a0c24,1990
761b7af1-f109-4e4f-a6e7-ff80c29c07f2,1981
7cfb98f6-04ac-4c3f-bf08-2d1e61dd8237,1988
6cce194c-429f-4230-aa0f-642ec230cc46,1985-04-26
965a8c62-768e-3e4e-a120-223f6040447c,1989-06-13
cab87245-53e5-4abb-a85a-32b9cf08ac59,2006-04-04
5c80474c-59e1-4410-8b64-c8068623a4b1,1973-06-18
6b71b627-14d0-4fc2-86f3-9c77eb33c1d6,2004-05-18
81470155-b353-45b6-9b4b-ce3b61223596,2010-03-15
1ca32262-13f6-3987-b919-471c0bebf70c,1990-05-21
311a9e8b-2f7a-4337-af6d-d2b540b6b4dd,1982
2a8398c4-c625-4a51-bf91-9ef1063b7a59,1994-08-09
fa66b25a-bd7d-42df-bd7e-f97ffb66e259,1978-04-20
3f49cc29-8520-46f6-a440-bbdf9580a635,1991
f45242b4-6759-43a6-bb47-f66df63a1527,1985
ad373d88-6668-4756-a372-452f77f4ddae,1995
50a304b1-4360-46fc-b216-f4557e89a083,2002-04
94c410e3-d9ef-3127-b97d-17db41f3a9d2,2007-07-15
5ea7b43a-c12f-411c-bcf2-10a16c695e6c,2008-02-04
02300556-f5c5-4baa-835c-2be8cc9623aa,1992
968d8d3a-5898-4060-8100-6c1663b67665,2007
c829702c-91b4-433e-bbe4-25af63d01144,1993
b8726f19-a6d8-453a-bbbe-4fd31d741113,2011
5fb63855-fa88-42bf-a57c-76e95a70cc3c,1995-09-26
1c2da0f7-e6be-4883-876c-7934a2cf8a56,1983
129a8dbd-350b-4b83-9f79-65b64f6f22d1,2007
c4d916e9-5160-4700-b5ac-7129d4fd1b4b,2005
78c9c4f4-4e9d-35cc-9a41-5dcea1b2407b,1990-06-05
14d7a033-cf03-43bc-adb4-b4bcf2b62762,2010-06-01
aeb736c3-6d17-48ec-b66b-65b1e2f44fca,1998-08-11
390b7da5-595d-4db3-a3e1-22d094b8f40a,2003-11-25
6fac9c46-b4be-4ad2-b43a-c5334cee9757,1956
a6f7116a-42bd-4255-aefc-f6291c7c9e3b,2003
0c7c13ab-427e-4c7b-871a-24674e71cb7d,1994-07-12
0be8a18f-3d3c-4e8d-9353-bcb0d66d2871,1980
03595721-5cbc-4a9c-92b4-3eeec311769d,2006
9fa5dfaf-83d4-44ef-89ff-8d1ad5439dc6,1990
4142b76d-6503-456b-a23e-699f7a5434db,1980
c5438ca5-8e7e-30c9-9fb1-f482319883df,1982
e6dd9f56-2dd6-4e49-91b3-fc7c98bd2b61,1998-03-03
03d1b60a-04bf-323b-8a8b-7d186156faf4,1984
7c61721f-e962-478b-bb6b-e5c3968a998b,2004-09-13
af05abc1-4edb-432f-9178-6b360b794495,2005
a05567ab-2df9-4b41-ab3c-f74a596412d3,1995
01507572-9bad-45e9-b3bc-e6fac90ee0ae,2007-05-15
1702526a-040f-43cf-b067-195c47e22926,2007-02-26
a548f36a-45dd-46a7-baba-60a838fdd926,2005-01-01
d09e52f4-8101-493e-acb2-e1370ba88686,2000-10-23
4a11a5c7-67ab-4896-94f3-2d87cbadec3d,1995-04-13
336a5a7b-7fc5-46b8-8e99-fb669bc22680,2007
6f217c58-ed81-4768-8969-b43d6ffd5660,2000-03-10
7a7b4efd-c942-40ea-8b75-6688e0c5c230,1996
7385e745-5349-4ef7-ad24-52947f94cf5f,2007-05-07
61e71ce1-830b-4492-a307-7d833e973a8f,1999-11-23
9b4fe017-8757-4cbe-9648-1310bcebc34b,2007-06-04
35a64df3-c0e9-4b8a-a646-2a1ccd2f5034,1996-10-29
dd31d1c7-1e0c-448c-b49c-5276c3929968,1974
2c1727d6-ca47-41b0-8097-f7e09bd4ecfc,1996-12-09
6cd83410-0f91-4f6a-a178-4bb3dda6506d,2001-04-30
231f45bd-76e2-3a88-811c-dcb712f12ab6,2001
96ad4081-516d-476b-afb7-bdd4b8984cef,2004-06-01
cf83ed6c-cf00-42c4-afe7-38ab90d8c91d,1987
ec6a3605-38ab-49a9-86e8-66f988db178d,2007-06-19
60ae3fce-30c8-42e2-aa00-243b252b81d8,2006-05-08
ad775b3d-77f5-4dad-aad9-db245679eed9,2000
7085f84b-5752-4eca-93e6-cddab187828a,2012-09-19
9bdbe1e7-e6cc-4b57-8ec0-8505fdbe7e8f,1997-03-25
3caf91a5-32a0-40e6-9786-8a37f7b182bb,2008-11-25
9d6095ad-b965-4a06-9c05-9bf1ab74f18f,2002
64c7419c-f34e-4764-b66a-5a4fea7d2fab,1996
328058f1-6860-49d9-bdce-f0c2cb110e60,1972-07-27
92fbdc92-1bd0-44b6-8c66-e83964356bfa,2011-10-24
1af0b0be-8b3d-3ddd-af66-c1c010bef3b3,1985
584522cb-7035-478f-be3d-60e2170469fe,1997-08-23
afa59edb-f525-4199-b46e-dba98d759cd4,2007-06
621e3d41-ca6a-4a50-9e50-8cbe7733cb8e,2006-08-25
1b4a4d80-bcf8-4a9e-8d0b-805a50a3aeee,1985
c1e77c50-e283-4d42-82c5-c8a74046bde8,1999-09-21
961482a1-517c-44ef-ac98-73ae87c66698,1979-11-28
a4ea289d-ea4d-4dcd-b1fb-6f31f1eb3e59,1989
b5d21db6-432c-400b-b4d0-48f744992e14,1973-04-24
23fd96fe-2039-4758-ad80-670ae08f7263,2002-10-14
d95ed6ce-5e2c-40d3-b9e7-855254a60703,2006
0ef7734b-5d57-4c49-b700-339134ed1045,1972
744d0395-6a7e-48db-8d42-711e9da13423,2008-01-15
95fb73e8-ac8d-48b3-93d0-6a352f857d1a,1964
a4773496-46d7-432c-8486-898e3803f9e6,1992
9b47cfb4-8f69-4c46-8931-39d54ca10194,1981
3ef8c2b2-3e37-4d47-a977-dca523fd1457,2001
6cab50f8-8a25-4335-bd4b-b2761cacfbd8,1997
f2e33d56-0c47-411b-b073-89a2802c7298,1994
25e6986f-1c6b-49c4-8c91-6f0d35e65eb4,2004-11
789c0d00-0ee2-4312-ba24-cafeeca89a44,2008
6be5754d-63e6-415f-88c3-e7f0461b5f48,2008-04-08
a0b354eb-2ec8-44e3-ba44-b6c7dcf2ad0d,2006-09-25
ab348fb7-5bf4-4ee7-bea2-0aaebeb5c984,1996
a788288d-15b9-4f9a-ab6b-87e233517bed,2007-11-16
16536e9c-5228-4b09-bca4-e47308bcf6c5,2002-12-06
c66bcb50-df4d-4402-8e10-3aefc83f9f22,1993
848384d2-fb36-4a85-b067-604926fb6ba5,1978
bd79d372-76b3-4a09-838c-2e9b27becb31,1974
e15ac1ac-8337-4a7a-b219-e3b0dbe00782,1993
bd26d4a5-5379-42b8-bcd4-1514a9a5481b,2001
2a477f99-6f14-4aeb-b5be-52935157b0bb,1993-09-28
64dacb24-292f-4cb4-b49b-0262b218b3dc,1994-05-20
7835bdd7-4d88-43ec-93aa-576d8b5e8409,2005-10-11
186eb8ef-2615-42d1-b5b6-015f8e3a9c5a,2002-05-07
5314ae42-4351-4183-ba0b-e3790178449c,1973
89c8aab3-f29b-4f96-be81-d333407118b3,1974-10-02
afd3c2ab-611b-42c2-9779-9f496070c75e,1990
d950e738-cdc5-46c7-ba4e-2cf9c1fc8b88,1978
1d1b1781-b591-41e4-8c61-b138047bf74c,2002-06-18
f3dde80c-f3ff-49b7-9f43-5ec9ab7c087d,2003
3647baa2-ca82-4df1-b760-b3486584b8ea,2000
484a5c46-bc16-4311-93a2-bd88f3ba4e3c,2001
c24a270b-ef81-4175-bd0c-622d3de9b3ab,1999-05-10
6c083c6f-2182-4a08-9886-6f3e88483c7e,1985
52a60985-7261-4161-a5c3-76cb7285f311,2002-12-02
6c0fe294-b66e-483c-99f5-0ed2f5d9acf8,1978-05
1ca0f06f-6e40-4017-a35d-0713f0fed1fc,1983
89536b73-17fa-46b5-83ea-44a30c3efa11,1998
80352d2b-3c59-4bce-93bf-7350373ab9e0,1995
e7e5705e-bc05-4f13-8db9-adce89334ea8,1979-10-15
f7e24c79-590d-43a2-b0ae-add8ceeb3dbf,1972-05-05
f7d5a755-4e76-476c-baef-a304be99afa5,1974
cd633d54-d1e4-47f1-885d-64b05feeeff2,1978
dc236b6e-8a4f-4dfd-8622-05312e7f29b8,2008-04-01
3489c991-8eb1-4d79-b757-467a6ac29889,1972
3934e0cc-c582-3a18-b161-807a6b36b29b,1996
406f530f-e7ae-4407-847f-0e4d2adf6620,1993-11-09
77da809c-2ec5-4380-ad17-9ab094b27ef4,1996
a0d09954-cb5b-4f24-bc9b-8b3d9d4783c6,1984
750b0c28-a785-491a-96cd-5f96a2391c4f,1965
148ea2e7-4d1b-4779-a74a-ab41ef585e40,1968
12046d80-e00a-4819-b7cb-3b8c7aef6afa,1995
5cb88adf-181b-4ace-8e8a-20e21a64ea7b,1987
8c39656b-86e5-4b20-ac76-b0d598b038ee,2002-04-29
cb9ecebe-9ce4-4420-9c32-3507a1d969d5,2001
0e96cd65-f10b-45c1-9f3a-68040e25518b,2007-06-26
a1ab8207-941e-4fbc-9a0c-afcf9dad8d25,1988
1edfe6fd-c99f-4b9c-a574-92071c84ae6c,1999
53f6263f-b675-400f-94ac-3e1b3fccc00d,1992-06-01
d4ed8ff8-20f0-4245-bb7a-502cdedd002b,1974-05
f7134be5-b5b1-4723-b883-c21bf5d03f8d,1993-05-11
8f054196-2620-4825-ad64-862fa127f398,1994
d7770807-185a-4e04-9bb9-8df2b1f3e1ec,1984
db557b17-a4f4-47d7-862c-4a83496d4ecc,1985
e222b8eb-2608-494e-83f5-2f8e4406de8c,1986
d94a0c5c-7bf6-4d4f-b081-89bb9cd7410e,1982
26ffc357-43fd-4a04-90c3-c39e31171504,1996-06-18
cf8b1c63-256c-41c9-acff-9557f7af3468,2004-06-15
6790e70c-55c8-4642-8004-e0bba4d45254,2012-05-22
f33847a2-8af0-3cd1-93b6-aa422e47c198,1990
28438606-654e-47cc-9b10-9030b8777781,2008-02-26
2e470e1b-4036-4f2c-b7a2-f628889fd0d3,2009-04-22
03861121-3066-3722-abba-16c5a5512317,1981-02
86549e4c-208c-4100-a75c-df2442f3db46,2008-05-27
9ec4483e-bc2b-4e39-9bae-4639e793b8c5,2008
6ae93357-8b10-4bd3-8dc4-b3395f97b981,1999
a77e449f-24a1-41c8-94d0-18b63d5202fe,1993-05-11
10ec458b-72a6-4ae1-8e6d-7e63a65c33a7,2010-04-26
298ded34-6f3e-47e5-9c77-1546b81ce076,2003-05-20
2ba794ba-c2b9-424a-ba69-6e98b2b5e63d,1996-09
7a4f97b4-a913-4373-a477-57ec9129b5ee,1995
05579cb7-4f32-412c-ab07-4f4b18999abb,2004-03-09
45dfbf25-29db-47e3-a537-ed7d15205744,2003-09-02
e2fce9e9-84c0-4cee-8d18-edd007fa05e3,1996
39fd699c-1a56-3a25-833c-9c66de93fddb,1996-09-03
5a68811d-2501-46ab-b6df-b07f4ca06712,1999
5c2fb9b6-601b-4f13-8c17-22ffbcdc4def,1989
5053c7e4-d6b0-32db-b3d5-5784d0c0c5b4,1998
c197064b-f968-47f6-bc15-a144beaec802,1976
091c3972-2a79-3f3c-aecc-9ed2f385b93e,1998-06-08
af92a95e-5da0-41b9-b102-f8ec0592ce04,1992-09-22
9d8d3be0-f2d3-4aad-9885-952a2ab0895e,1996
d4c8a294-5eb2-4022-9dd4-34673354bbe9,2012-01-16
53ce3ed5-dc71-4e75-b690-09f40f8bb9e9,2006-11-11
44f2113d-b847-4aa0-956a-3ed4e8d250c1,1999
051e41b1-9136-4cff-8640-6ff1afabeb03,2003-02-05
2e3833c2-d7f9-4a3b-9afd-c6812b31ba87,1991-04-23
b96a6ba0-dc1c-4400-95d6-6cc9ba74eedf,1980
4f46e6e6-125a-4297-a309-bd853f6a3195,1991-10
08a5e8af-b4f9-4cff-b537-c2097c4d6662,2009
8b410072-4368-4797-ab16-94b933e864d7,1990
c7b360d3-0d55-3c9e-a57a-9b97bbe9d6a5,1997-10-28
4625e8e3-dcde-49f5-a6ec-15892a147383,1996
0165b0b0-99ab-42fd-a005-b4f140088d0d,
e287a910-1ede-4265-b2aa-faebed3bc997,1980
62da775c-7bb9-44e9-b344-63d0b945d393,1986
9b855066-b396-46bd-a58f-7de98ba4c564,2006-08-22
917c1feb-b4b6-4539-913b-eb021bd33fea,2000-10-09
e3b7c800-667f-4163-a388-98346546e5e2,2002-02-11
4fd81380-8b7d-4799-8760-91bfd3c1b356,2013
75bf9b59-1066-39c6-a004-d0be9c1dcb1e,1998-11-02
958f84cf-4658-38d5-8af7-e82b7e4201cc,2004
a0780eda-0c5e-46ef-b7cf-6f4d4eeca1a6,2003-10-27
c0a27b1d-dbcf-3d6b-8beb-d066e57820d6,2004-03-22
7606ce6e-0c13-4da3-8e8a-3ab8baa3037e,2005-07-19
aaa3f523-cb96-4a4a-a12e-2b5a647d7a9e,2007-09-21
c5388af4-5004-482b-b30d-9e9bd32405d7,2003-07-08
d0e9a7c1-91ae-4c2e-bf0c-91c014affee6,2001
73e4c18c-59cc-4664-821d-ea3ab6bbdd96,2006-05-09
2756ad35-1001-47b4-95d5-0ddd971d0913,2006-05-02
c453149c-e501-4527-a6b6-a13b99d92c24,1993-03-26
9ac5681d-867f-4b2b-b5a5-c3d432c22ceb,2008
39453157-9cbf-42eb-bede-78f92810e88c,2008-05-03
b9b98995-fcf9-317e-844d-8263b54f99e1,2001-05-09
b7fbd70c-668f-4bcb-96f5-8d488074b398,2001-07-30
bb15bd09-a5bf-4643-8fec-fabded2fd509,2012-06-26
5b5ce11d-275f-45b9-9ef9-91e9be2ec4eb,2008-10-28
35872832-d4cc-4eb3-a637-ffcc616f64bb,1990
ac3c1375-5277-45ec-8753-7772953ea4f4,1996-03-12
cdb6b8e2-ada5-4332-a1c8-9cf36827e043,2005-04-11
ec3f4f8d-1852-4407-9969-7baba18e6e37,1992
25eb2735-82dc-4503-bd33-82fbe8c4722f,1999-03-20
e2bcf2ba-5d1d-4bde-8045-4d1743d77bfa,2001-04-02
1f775a82-5ce9-4015-b860-dc810edd0cab,1993
1578c15f-7972-406d-a19f-93db9b4cc1c5,2007-03-26
d5b534c8-cdb2-4451-b289-3b147cc28a2b,1995-06-07
